
#Team = 49ers Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Panthers,Torrey,Smith,WR,11,78,90,91,60,90,86,85,71,35,24,26,22,24,20,20,58,43,35,92,70,92,95,86,43,77,88,66,82,77,55,10,10,36,35,25,20,25,85,81,80,12,15,77,24,22,72,205,7,14000000,1000000,1/26/1989,Right,Maryland
Panthers,D.J.,Moore,WR,12,77,92,92,65,91,62,84,77,43,26,33,27,20,18,13,42,30,30,93,77,93,94,88,41,84,86,77,81,90,41,10,10,22,36,22,18,24,87,83,81,18,29,73,15,23,71,215,0,11171534,6200000,4/14/1997,Right,Maryland
Panthers,Jarius,Wright,WR,13,76,91,91,42,93,82,82,76,44,34,35,34,34,18,15,37,45,22,90,48,94,94,85,33,85,83,68,88,86,45,20,20,41,29,20,11,22,82,79,79,15,10,61,22,21,70,191,6,4200000,2000000,11/25/1989,Right,Arkansas
Panthers,Curtis,Samuel,WR,10,74,95,93,58,91,73,81,74,27,10,15,10,6,25,15,41,38,26,88,75,90,89,74,38,78,82,48,74,85,43,12,18,24,32,28,20,28,79,76,76,24,23,69,6,10,71,196,1,6474000,2840000,8/11/1996,Right,Ohio State
Panthers,Greg,Olsen,TE,88,92,84,86,70,83,98,97,73,20,10,15,10,6,26,22,54,67,40,88,6,92,98,85,67,66,80,66,55,75,66,20,20,53,45,20,12,15,93,93,83,20,15,88,6,10,77,255,11,12750000,11100000,3/11/1985,Right,Miami
Panthers,Ian,Thomas,TE,80,70,83,90,69,78,54,79,74,31,22,27,22,19,18,12,54,55,31,86,6,84,87,85,68,56,68,71,56,76,65,20,20,27,31,15,12,14,72,75,63,15,10,63,6,14,77,250,0,3163013,740000,6/6/1996,Right,Indiana
Panthers,Chris,Manhertz,TE,82,66,78,83,69,81,68,74,65,30,6,6,6,6,21,19,67,55,33,84,18,86,88,79,63,59,63,66,69,66,62,17,17,29,37,22,14,21,70,72,48,27,17,62,6,6,78,255,3,630000,0,4/10/1992,Right,Canisius
Panthers,Matt,Kalil,LT,75,72,72,83,89,70,78,40,40,22,6,6,6,6,20,24,72,75,40,74,10,88,90,88,33,15,15,10,10,10,84,20,22,40,29,20,13,15,15,15,7,25,10,12,6,6,79,317,6,32000000,12000000,7/6/1989,Right,USC
Panthers,Taylor,Moton,LT,72,69,66,77,87,65,70,28,23,20,12,18,13,6,22,21,74,73,31,75,10,97,84,96,29,20,23,14,10,15,75,10,10,34,28,10,12,12,29,15,7,36,10,12,6,12,77,319,1,4166000,1170000,8/18/1994,Right,W. Michigan
Panthers,Daryl,Williams,RT,60,84,61,75,87,51,84,25,40,25,6,6,6,6,28,15,84,89,39,76,11,89,79,83,15,11,10,10,10,10,81,10,10,39,25,10,12,12,12,15,6,25,10,12,6,6,78,335,3,2400000,480000,6/23/1993,Right,Oklahoma
Panthers,Corey,Robinson,RT,77,65,61,76,89,66,66,25,40,25,6,6,6,6,28,15,71,69,39,80,11,89,74,67,25,15,10,10,10,10,76,10,10,40,25,10,12,12,12,15,6,25,10,12,6,6,79,317,3,1800000,0,5/21/1992,Right,South Carolina
Panthers,Amini,Silatolu,LG,65,68,59,76,87,62,72,32,40,28,6,6,6,6,21,29,73,70,22,82,10,85,84,95,23,11,10,10,10,10,76,10,10,19,14,19,21,12,12,10,6,12,10,12,6,6,76,320,5,790000,0,9/16/1988,Right,Midwestern St.
Panthers,Jeremiah,Sirles,LG,71,65,60,74,78,60,72,35,40,30,6,6,6,6,25,25,72,69,41,69,10,86,92,94,25,11,10,30,10,10,77,10,10,20,25,15,12,15,15,15,8,24,10,15,6,6,78,315,4,790000,90000,8/8/1991,Right,Nebraska
Panthers,Trai,Turner,RG,70,82,75,83,88,62,89,45,40,15,6,6,6,6,24,33,84,78,34,75,10,92,76,86,20,11,10,10,10,10,86,10,10,34,21,10,12,12,12,10,6,20,10,12,6,6,75,310,4,31297000,15000000,6/14/1993,Right,LSU
Panthers,Brendan,Mahon,RG,63,64,62,77,80,59,60,12,25,25,6,6,6,6,17,14,71,72,32,63,10,81,83,83,22,18,17,23,15,17,77,10,10,39,25,10,12,12,12,10,6,36,10,12,6,6,76,320,0,1710000,0,1/17/1995,Right,Penn State
Panthers,Ryan,Kalil,C,67,76,69,80,89,67,90,25,40,22,6,6,6,6,20,24,73,75,40,66,10,88,88,94,20,15,10,10,10,10,90,20,15,40,29,20,13,15,12,10,6,20,10,12,6,6,74,300,11,20000000,5000000,3/29/1985,Right,USC
Panthers,Julius,Peppers,LE,90,82,76,84,82,83,83,71,62,25,6,6,6,6,16,11,45,45,81,86,10,90,87,90,10,40,55,70,65,65,86,72,83,78,83,83,48,61,56,50,23,87,38,58,6,6,79,287,16,2600000,2400000,1/18/1980,Right,North Carolina
Panthers,Wes,Horton,LE,96,73,78,83,76,75,74,33,49,11,6,6,6,6,14,22,45,45,72,79,10,88,72,70,35,20,29,34,33,34,83,81,67,67,77,74,40,61,22,25,5,75,10,12,6,6,77,265,5,1675000,840000,1/18/1990,Right,USC
Panthers,Mario,Addison,RE,97,80,80,86,76,74,86,42,55,36,6,6,6,6,37,16,45,45,78,74,10,90,81,80,35,25,42,49,55,56,85,70,84,70,79,85,42,57,45,45,31,72,24,25,6,6,75,260,7,12250000,9000000,9/6/1987,Right,Troy
Panthers,Marquis,Haynes,RE,98,69,82,86,76,77,51,41,43,26,6,6,6,6,17,13,45,45,76,78,10,91,86,88,34,27,28,34,26,32,87,65,76,70,81,51,29,37,23,26,7,85,38,12,6,6,74,235,0,2867370,450000,12/16/1993,Right,Ole Miss
Panthers,Efe,Obada,RE,94,68,85,90,75,78,48,35,32,10,6,6,6,6,17,12,45,45,76,80,10,87,84,89,28,19,21,31,29,36,78,66,72,71,77,48,24,30,16,19,7,77,21,12,6,6,78,265,0,480000,0,4/13/1992,Right,N/A
Panthers,Kawann,Short,DT,99,89,70,85,87,69,92,39,40,16,6,6,6,6,15,15,45,45,86,71,10,95,80,64,33,15,25,29,15,10,91,87,74,92,87,92,30,48,15,15,8,72,14,15,6,6,75,315,5,55000000,20000000,2/2/1989,Right,Purdue
Panthers,Dontari,Poe,DT,95,83,74,84,95,75,78,32,40,28,19,23,19,15,23,17,67,45,85,80,10,93,95,88,60,23,38,27,14,18,95,83,62,79,78,78,15,25,15,15,8,87,10,15,6,6,75,346,6,18000000,10000000,8/18/1990,Right,Memphis
Panthers,Vernon,Butler Jr,DT,92,74,66,81,83,84,71,32,36,22,6,6,6,6,20,19,45,44,82,81,9,90,81,87,37,22,28,32,21,26,83,77,61,77,77,71,21,31,23,20,7,84,22,17,6,6,76,325,2,8400000,4300000,6/14/1994,Right,LA. Tech
Panthers,Kyle,Love,DT,93,73,58,74,85,59,79,30,30,30,6,6,6,6,20,20,45,45,80,55,10,84,76,75,30,39,25,35,25,35,78,81,65,67,76,79,25,36,15,10,5,74,15,12,6,6,73,315,7,1690000,400000,9/14/1986,Right,Mississippi St.
Panthers,Shaq,Thompson,LOLB,54,80,85,86,74,86,78,76,72,25,6,6,6,6,20,20,45,45,86,83,10,93,92,78,71,72,78,70,76,82,85,57,64,81,87,78,52,58,43,67,23,83,63,35,6,6,72,230,3,10168000,1160000,4/21/1994,Right,Washington
Panthers,Jermaine,Carter Jr,LOLB,56,69,83,85,75,77,52,50,53,30,6,6,6,6,16,11,45,45,79,83,10,90,85,86,38,30,33,36,30,36,72,63,56,74,82,52,66,72,26,30,7,87,54,20,6,6,72,229,0,2688381,270000,1/14/1995,Right,Maryland
Panthers,Thomas,Davis Sr,ROLB,58,83,82,83,72,85,90,72,65,17,6,6,6,6,21,20,45,45,90,84,10,82,94,99,45,15,35,49,10,62,90,64,56,75,86,90,63,73,64,30,9,94,55,25,6,6,73,235,13,9000000,4500000,3/22/1983,Right,Georgia
Panthers,Ben,Jacobs,ROLB,53,65,75,80,69,75,68,53,60,25,6,6,6,6,15,19,45,45,78,80,10,95,83,82,55,25,41,51,35,33,77,64,55,66,77,68,55,66,35,33,8,74,44,33,6,6,76,240,6,1600000,0,4/17/1988,Right,Fresno State
Panthers,Luke,Kuechly,MLB,59,99,86,89,83,83,99,80,70,25,6,6,6,6,22,24,45,45,98,90,10,89,99,99,54,30,46,49,35,45,91,65,56,90,97,99,79,88,45,50,8,93,54,12,6,6,75,238,6,32785177,11200000,4/20/1991,Right,Boston College
Panthers,David,Mayo,MLB,55,70,81,87,75,74,75,62,55,25,6,6,6,6,22,29,45,45,85,84,10,78,84,82,45,32,39,50,33,35,74,63,61,72,80,75,52,58,20,24,8,73,39,15,6,6,74,245,3,2000000,360000,1/1/1994,Right,Texas State
Panthers,Jared,Norris,MLB,52,65,82,88,75,83,58,52,35,18,6,6,6,6,22,29,45,45,78,76,10,90,89,81,50,35,22,28,10,56,77,60,63,69,74,58,66,72,43,15,8,72,56,20,6,6,73,240,2,1620000,0,7/19/1993,Right,Utah
Panthers,James,Bradberry,CB,24,78,91,92,68,86,76,66,62,21,6,6,6,6,29,21,13,10,63,87,65,89,88,86,25,70,65,25,70,71,52,27,36,53,76,76,78,75,61,43,19,76,80,12,6,6,73,210,2,3960000,1000000,8/4/1993,Right,Samford
Panthers,Kevon,Seymour,CB,27,76,93,91,62,90,69,60,58,25,6,6,6,6,10,11,18,10,52,86,45,82,86,68,25,60,63,31,67,72,45,26,31,41,62,69,78,79,63,29,13,53,79,12,6,6,72,185,2,2440000,100000,11/30/1993,Right,USC
Panthers,Ross,Cockrell,CB,47,76,90,92,57,87,73,70,65,36,6,6,6,6,26,26,35,35,57,92,49,93,91,79,36,64,60,38,65,74,56,35,45,43,63,73,74,78,60,51,16,66,79,45,6,6,72,191,4,4200000,2400000,8/6/1991,Right,Duke
Panthers,Captain,Munnerlyn,CB,41,74,88,92,66,89,75,71,62,17,6,6,6,6,21,24,35,35,63,85,72,91,93,70,10,59,85,10,83,87,55,32,48,49,66,75,71,74,61,45,13,65,73,15,6,6,69,195,9,10100000,6000000,4/10/1988,Right,South Carolina
Panthers,Donte,Jackson,CB,26,74,95,91,49,95,60,67,63,20,6,6,6,6,17,13,35,35,51,88,77,87,92,67,17,56,69,27,75,79,44,23,34,45,70,60,81,72,61,57,12,59,75,12,6,6,71,173,0,4812580,1580000,11/8/1995,Right,LSU
Panthers,Corn,Elder,CB,35,70,90,90,67,89,56,63,56,35,6,6,6,6,25,25,35,35,66,84,82,90,95,79,34,66,73,33,68,78,50,31,42,52,75,56,78,77,64,63,15,66,77,20,6,6,70,183,1,2634000,270000,10/9/1994,Right,Miami
Panthers,Lorenzo,Doss,CB,31,67,89,92,66,83,63,79,62,30,11,15,10,10,20,15,35,35,39,83,55,92,87,78,25,75,77,23,75,81,45,24,26,40,64,63,70,71,77,63,13,36,66,15,15,15,71,187,3,705000,0,4/22/1994,Right,Tulane
Panthers,Da'Norris,Searcy,SS,21,73,86,86,81,82,75,67,65,30,6,6,6,6,25,25,35,35,70,86,70,92,88,81,50,40,35,45,35,50,66,58,47,42,63,75,68,70,61,20,11,75,75,15,6,6,71,207,7,4400000,1300000,11/16/1988,Right,North Carolina
Panthers,Colin,Jones,SS,42,71,89,93,64,84,65,57,55,25,6,6,6,6,20,20,35,35,68,91,43,88,85,65,35,64,52,25,65,75,64,49,55,55,75,65,68,71,60,49,10,70,60,15,6,6,72,205,7,1875000,450000,10/27/1987,Right,TCU
Panthers,Mike,Adams,FS,29,79,83,86,64,82,86,75,65,23,11,15,10,10,15,15,35,35,70,81,50,90,85,70,45,35,35,17,62,40,59,21,29,54,69,86,74,81,61,20,11,64,70,20,15,15,71,205,14,2875000,650000,3/24/1981,Right,Delaware
Panthers,Rashaan,Gaulden,FS,28,69,86,89,53,80,61,59,56,24,6,6,6,6,19,12,35,35,71,74,40,88,89,78,27,46,51,27,53,59,61,37,50,54,76,61,73,76,60,43,15,80,73,14,6,6,72,200,0,3606285,840000,1/23/1995,Right,Tennessee
Panthers,Graham,Gano,K,9,80,75,77,63,64,61,35,35,26,30,35,30,25,97,88,12,17,34,36,10,90,80,60,10,14,10,36,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,20,20,74,205,9,10850000,6150000,4/9/1987,Right,Florida State
Panthers,Michael,Palardy,P,5,78,81,85,49,58,64,22,19,34,24,30,22,21,91,82,19,14,29,49,10,81,89,60,13,20,40,29,21,30,18,10,10,27,24,28,12,15,12,10,10,17,10,12,20,20,71,190,3,630000,0,7/6/1992,Left,Tennessee
#Team = Patriots Players:53
#team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,playAction,throwOnTheRun,height,weight,yearsPro,totalSalary,signingBonus,plyrBirthdate,plyrHandedness,college
Patriots,Tom,Brady,QB,12,99,61,66,64,67,99,37,60,95,94,99,98,86,18,17,25,19,33,47,10,98,99,96,20,37,51,27,35,54,34,10,10,33,30,20,11,19,30,15,13,12,10,12,99,88,76,225,18,35000000,14000000,8/3/1977,Right,Michigan
Patriots,Brian,Hoyer,QB,2,69,68,75,60,67,75,25,60,87,77,83,77,73,15,18,18,12,19,69,10,84,88,70,23,27,65,20,55,66,18,10,10,19,12,25,13,19,15,15,13,12,10,15,83,77,74,215,8,4241000,200000,10/13/1985,Right,Michigan St.
Patriots,James,White,HB,28,83,89,92,68,90,83,76,85,29,28,35,30,20,15,19,44,51,32,83,76,88,88,69,62,83,83,67,85,87,39,10,10,26,35,20,15,15,67,72,67,12,20,77,15,15,70,205,4,7190000,5090000,2/3/1992,Right,Wisconsin
Patriots,Rex,Burkhead,HB,34,78,84,89,68,88,83,73,88,34,42,45,40,42,28,26,54,64,44,91,65,87,96,88,75,77,84,71,81,84,48,20,20,20,35,15,12,20,79,76,65,20,10,65,35,45,70,210,5,6750000,3000000,7/2/1990,Right,Nebraska
Patriots,Sony,Michel,HB,26,77,90,92,75,93,65,68,85,27,20,25,20,15,11,19,33,57,35,76,71,87,89,82,82,81,81,81,77,88,36,10,10,30,40,12,12,16,66,70,64,27,18,65,14,17,71,222,0,9626874,5080000,2/17/1995,Right,Georgia
Patriots,Jeremy,Hill,HB,33,76,88,91,79,84,84,66,85,32,28,35,30,20,20,22,50,45,45,80,25,92,82,84,83,75,83,86,78,83,45,10,10,42,44,21,15,13,59,69,47,12,10,69,15,15,73,226,4,1181000,150000,10/20/1992,Right,LSU
Patriots,James,Develin,FB,46,76,70,80,87,69,84,63,76,30,6,6,6,6,25,25,71,68,62,64,30,92,78,87,78,37,49,71,46,55,73,15,15,15,66,20,12,15,42,51,39,69,10,40,6,6,75,255,8,4525000,600000,7/23/1988,Right,Brown
Patriots,Julian,Edelman,WR,11,88,85,91,68,91,94,90,74,76,53,55,54,50,18,17,62,30,41,84,88,88,95,85,64,88,93,75,78,91,40,20,20,45,58,26,43,48,88,89,89,20,40,87,57,78,70,200,9,7000000,5000000,5/22/1986,Right,Kent State
Patriots,Chris,Hogan,WR,15,83,88,89,72,89,88,92,79,42,34,38,34,31,15,19,57,44,40,89,35,88,87,75,68,62,78,69,74,75,49,10,10,57,35,25,15,18,84,86,85,15,17,78,23,26,73,210,8,12000000,5000000,10/24/1988,Left,Monmouth
Patriots,Cordarrelle,Patterson,WR,84,75,91,91,65,97,69,83,72,66,45,53,47,37,20,20,35,47,48,93,96,94,90,77,58,93,95,52,91,95,47,10,10,39,49,25,20,25,85,77,75,32,15,72,24,55,74,220,5,3000000,250000,3/17/1991,Right,Tennessee
Patriots,Phillip,Dorsett,WR,13,75,95,91,65,92,77,84,69,34,10,15,10,6,21,15,57,32,20,89,81,83,88,70,28,82,82,34,90,88,46,10,10,28,34,24,18,25,84,82,73,14,10,62,6,10,70,185,3,1094373,250000,1/5/1993,Right,Miami
Patriots,Braxton,Berrios,WR,14,70,91,90,48,91,60,78,70,19,10,15,10,6,18,13,40,34,25,86,79,82,89,77,34,76,79,39,73,79,41,10,10,29,34,18,18,25,73,77,76,15,10,67,6,10,69,186,0,2533411,110000,10/6/1995,Right,Miami
Patriots,Chad,Hansen,WR,16,69,89,91,71,88,63,84,75,25,14,18,14,10,17,17,50,48,28,84,58,87,93,77,31,77,81,62,68,81,55,10,10,29,36,23,19,14,86,82,67,30,15,70,6,27,72,202,1,2776000,0,1/18/1995,Right,California
Patriots,Rob,Gronkowski,TE,87,99,83,88,85,85,96,96,78,27,10,15,10,6,21,20,83,73,20,84,10,77,92,93,86,59,88,87,71,75,74,10,10,43,40,22,12,17,94,97,84,25,25,94,6,10,78,265,8,17000000,6280000,5/14/1989,Right,Arizona
Patriots,Dwayne,Allen,TE,83,81,75,85,82,73,81,84,74,35,10,15,10,6,33,32,82,56,33,83,25,87,90,76,76,46,73,75,66,65,76,20,20,40,39,13,12,15,83,80,64,25,25,65,6,10,75,265,6,11400000,1000000,2/24/1990,Right,Clemson
Patriots,Jacob,Hollister,TE,47,72,84,88,67,80,60,78,66,13,10,15,10,6,15,19,69,62,39,87,33,84,88,85,73,71,66,70,69,70,70,14,22,40,38,18,19,26,76,80,53,35,12,69,6,10,76,239,1,1675000,10000,11/18/1993,Right,Wyoming
Patriots,Trent,Brown,LT,77,82,63,75,91,60,84,35,32,25,6,6,6,6,20,20,73,84,40,75,10,85,73,76,35,10,15,25,10,10,79,10,10,31,12,15,12,15,12,12,7,20,10,12,6,6,81,370,3,1800000,200000,4/13/1993,Right,Florida
Patriots,Isaiah,Wynn,LT,76,77,70,73,87,76,69,20,25,16,7,10,6,6,17,13,80,83,33,59,10,88,89,97,29,10,15,22,13,16,82,18,13,30,29,15,12,15,14,16,7,36,10,13,6,6,75,303,0,11442129,6400000,12/10/1996,Right,Georgia
Patriots,Marcus,Cannon,RT,61,82,61,76,92,66,87,25,40,15,6,6,6,6,20,21,88,77,30,29,10,87,75,65,10,21,10,10,10,10,83,10,10,20,30,23,16,11,12,10,6,35,10,12,6,6,77,335,7,26500000,7000000,5/6/1988,Right,TCU
Patriots,Ulrick,John,RT,67,65,66,85,77,64,63,39,45,37,6,6,6,6,16,15,74,72,37,75,10,84,82,86,20,12,10,30,10,10,78,30,20,27,28,10,12,12,12,10,6,33,10,12,6,6,77,307,4,705000,0,5/20/1992,Right,Georgia State
Patriots,Joe,Thuney,LG,62,79,74,84,86,60,88,26,33,25,6,6,6,6,11,11,79,82,29,72,10,92,84,92,31,15,18,19,10,14,81,10,10,33,35,10,12,12,15,15,8,48,10,15,6,6,77,305,2,3345000,770000,11/18/1992,Right,N.C. State
Patriots,Ted,Karras,LG,75,70,61,75,86,51,67,26,31,29,6,6,6,6,25,21,76,71,30,74,11,92,84,90,25,11,10,10,10,10,80,31,27,29,37,10,12,12,23,24,13,67,10,18,6,6,76,305,2,1350000,0,3/15/1993,Right,Illinois
Patriots,Shaq,Mason,RG,69,83,73,82,87,66,89,40,45,30,6,6,6,6,25,25,87,77,39,82,10,91,75,81,25,10,10,30,10,10,88,10,10,20,30,15,12,15,15,15,8,24,10,15,6,6,73,310,3,34907000,12110000,8/28/1993,Right,Georgia Tech
Patriots,David,Andrews,C,60,84,68,84,86,58,94,25,22,22,6,6,6,6,20,20,86,82,38,72,10,87,88,88,26,15,10,10,10,10,84,20,15,40,29,20,13,15,12,10,6,37,10,12,6,6,75,295,3,6515000,1600000,7/10/1992,Right,Georgia
Patriots,Trey,Flowers,LE,98,86,77,88,87,69,88,32,42,35,6,6,6,6,30,30,45,45,83,85,10,94,79,88,48,25,20,52,25,25,90,88,66,84,84,88,25,29,15,10,10,76,25,12,6,6,74,265,3,2400000,480000,8/16/1993,Right,Arkansas
Patriots,Deatrich,Wise Jr,LE,91,74,75,84,85,71,72,36,32,11,6,6,6,6,14,22,45,45,80,80,10,82,85,74,24,28,31,35,16,32,87,76,64,68,77,72,24,33,33,35,17,81,10,15,6,6,77,271,1,2933000,570000,7/26/1994,Right,Arkansas
Patriots,Keionta,Davis,LE,58,69,82,86,86,68,55,48,43,20,6,6,6,6,18,14,45,45,77,89,12,87,84,85,32,28,30,37,24,28,78,73,64,71,78,55,31,39,39,36,18,82,25,24,6,6,75,280,0,1050000,0,3/1/1994,Right,Chattanooga
Patriots,Adrian,Clayborn,RE,94,84,77,86,84,74,88,27,40,16,6,6,6,6,15,25,45,45,79,67,10,87,77,85,10,35,10,10,10,10,88,88,71,68,78,88,25,34,15,15,9,81,20,15,6,6,75,280,7,6000000,4000000,7/6/1988,Right,Iowa
Patriots,Derek,Rivers,RE,95,74,85,89,84,78,59,44,40,25,6,6,6,6,19,14,45,45,76,84,10,90,85,83,48,43,46,51,37,48,77,68,79,80,77,59,60,66,38,42,10,83,51,18,6,6,76,250,1,3491000,800000,5/9/1994,Right,Youngstown St.
Patriots,Geneo,Grissom,RE,96,68,79,88,73,75,53,45,56,30,6,6,6,6,30,30,52,49,79,87,10,83,85,88,55,35,52,56,35,39,81,75,64,73,81,53,40,45,39,49,35,78,30,12,6,6,76,265,3,705000,0,6/4/1992,Right,Oklahoma
Patriots,Danny,Shelton,DT,71,85,51,74,95,62,86,25,40,27,6,6,6,6,35,25,56,45,87,79,10,90,74,85,50,10,15,49,10,10,89,75,51,86,83,86,15,20,12,10,5,81,10,12,6,6,74,335,3,10000000,6000000,8/20/1993,Right,Washington
Patriots,Malcom,Brown,DT,90,82,71,82,85,62,85,39,40,10,6,6,6,6,11,11,45,45,83,79,10,92,69,73,24,10,10,25,10,10,87,78,62,88,81,85,20,29,40,35,8,75,10,15,6,6,74,320,3,6800000,3200000,2/2/1994,Right,Texas
Patriots,Lawrence,Guy,DT,93,78,71,80,84,66,82,29,40,19,6,6,6,6,15,15,45,45,82,65,10,92,73,93,30,29,21,10,10,10,81,75,66,80,80,82,15,29,15,10,5,79,10,12,6,6,76,305,7,5200000,5000000,3/17/1990,Right,Arizona St.
Patriots,Adam,Butler,DT,70,73,65,78,86,69,75,36,31,20,6,6,6,6,15,16,45,45,82,71,10,89,85,86,25,13,18,27,12,18,84,77,68,68,76,75,26,29,29,33,11,80,26,15,6,6,77,300,1,1665000,0,4/12/1994,Right,Vanderbilt
Patriots,Dont'a,Hightower,LOLB,54,85,83,88,84,80,91,55,59,16,6,6,6,6,12,11,45,45,94,82,10,90,95,90,65,29,35,46,20,25,89,77,57,70,82,91,52,64,20,15,8,90,65,25,6,6,75,265,6,24000000,10000000,3/12/1990,Right,Alabama
Patriots,Nicholas,Grigsby,LOLB,50,67,87,89,82,81,56,48,43,25,6,6,6,6,22,29,45,45,78,87,10,91,89,84,42,38,40,42,33,39,67,50,64,66,78,56,50,63,26,28,9,75,53,15,6,6,74,230,2,630000,0,7/2/1992,Right,Pittsburgh
Patriots,Kyle,Van Noy,ROLB,53,76,82,89,73,83,79,72,65,20,6,6,6,6,27,23,45,45,85,82,10,87,95,65,44,39,55,47,40,48,81,60,48,69,79,79,63,72,35,65,9,69,60,25,6,6,75,243,4,9372836,3500000,3/26/1991,Right,BYU
Patriots,Ja'Whaun,Bentley,ROLB,51,72,81,86,86,78,55,52,45,25,5,5,5,5,19,14,45,45,82,73,10,82,84,86,40,18,20,32,28,29,82,62,53,78,81,55,56,64,18,27,8,83,35,18,5,5,74,260,0,2718962,300000,8/24/1996,Right,Purdue
Patriots,Elandon,Roberts,MLB,52,73,85,85,82,73,78,48,48,25,6,6,6,6,20,20,45,45,86,84,10,87,83,86,36,24,35,48,25,34,77,61,56,70,80,78,51,61,15,15,8,89,52,12,6,6,72,235,2,2440000,100000,4/22/1993,Right,Houston
Patriots,Christian,Sam,MLB,44,65,81,88,80,81,52,55,55,20,6,6,6,6,19,15,45,45,78,78,10,81,86,81,36,26,27,28,28,33,73,64,53,78,81,52,58,62,29,33,8,79,38,10,6,6,73,241,0,2596500,180000,6/7/1996,Right,Arizona St.
Patriots,Stephon,Gilmore,CB,24,87,91,94,62,89,84,78,62,22,6,6,6,6,30,25,35,35,61,90,70,94,96,72,22,77,66,30,45,75,56,60,44,54,73,84,89,87,65,40,12,68,87,15,6,6,73,190,6,55000000,5000000,9/19/1990,Right,South Carolina
Patriots,Jason,McCourty,CB,30,84,92,94,65,88,78,76,43,30,6,6,6,6,22,24,35,35,70,87,45,92,87,55,27,67,55,29,59,66,57,40,44,56,81,78,86,83,63,53,12,62,83,12,6,6,71,195,9,2375000,0,8/13/1987,Right,Rutgers
Patriots,Jonathan,Jones,CB,31,76,95,95,68,85,71,61,60,27,6,6,6,6,18,17,34,33,54,85,60,84,84,73,28,65,60,29,65,68,44,35,41,48,67,71,76,77,60,45,17,45,72,27,6,6,70,190,2,1655000,30000,9/20/1993,Right,Auburn
Patriots,Eric,Rowe,CB,25,76,91,91,74,90,72,63,65,29,6,6,6,6,24,21,35,35,67,90,55,84,92,80,40,55,62,45,59,65,51,38,56,46,68,72,75,69,63,43,12,67,81,12,6,6,73,205,3,4600000,1600000,10/3/1992,Right,Utah
Patriots,Keion,Crossen,CB,35,69,95,91,53,92,51,55,55,52,30,40,31,20,17,12,35,35,60,93,40,89,88,80,16,65,60,10,71,79,47,34,38,53,79,51,75,71,61,44,13,65,72,15,29,35,69,178,0,2489394,70000,4/17/1994,Right,W. Carolina
Patriots,J.C.,Jackson,CB,27,68,90,92,55,85,56,58,61,36,6,6,6,6,16,14,35,35,53,85,45,88,90,85,45,66,57,35,69,70,51,36,45,47,70,56,74,72,60,40,20,49,73,30,6,6,73,193,0,1710000,0,11/17/1995,Right,Maryland
Patriots,Patrick,Chung,SS,23,83,85,91,69,82,85,74,58,30,6,6,6,6,45,35,35,35,72,88,65,93,96,92,25,37,77,30,50,65,66,37,51,46,65,85,79,87,63,30,13,84,78,20,6,6,71,215,9,6600000,3600000,8/19/1987,Right,Oregon
Patriots,Duron,Harmon,SS,21,80,88,89,65,84,82,68,64,22,6,6,6,6,21,21,35,35,64,89,50,92,88,75,45,44,51,55,67,66,64,52,48,46,62,82,79,84,64,48,13,75,74,15,6,6,73,205,5,10500000,5000000,1/24/1991,Right,Rutgers
Patriots,Devin,McCourty,FS,32,92,90,90,55,91,92,81,50,30,6,6,6,6,22,24,35,35,75,92,74,95,97,77,28,74,45,25,75,77,67,35,45,64,87,92,85,87,61,45,12,67,85,12,6,6,70,195,8,46500000,17800000,8/13/1987,Right,Rutgers
Patriots,Duke,Dawson Jr,FS,29,72,90,90,56,89,57,69,65,18,6,6,6,6,12,10,35,35,68,86,65,91,91,83,28,76,76,34,71,79,58,26,33,50,69,57,79,74,61,65,15,71,78,16,6,6,70,208,0,4744929,1530000,10/13/1995,Right,Florida
Patriots,Nate,Ebner,FS,43,69,86,89,78,86,65,60,74,35,11,15,10,10,15,19,35,35,74,84,30,92,92,96,74,35,55,75,63,64,66,69,45,65,75,65,55,60,60,15,11,86,61,15,15,15,72,220,6,3800000,1200000,12/14/1988,Right,Ohio State
